folio;folio_integrante;resultado_ent1;resultado_ent2;resultado_ent3;resultado_ent4;entidad;desc_ent;municipio;desc_mun;region;edad;sexo;peso_tortilla_maiz;peso_tortilla_trigo;consumo_semejante;ponderador;estrato;estrato_seleccion;upm;grupo
2022_05027019;2022_05027019_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;27;027 RAMOS ARIZPE;Frontera;34;Hombre;22.0;;Menor;75599.2965125852;Metropolitano (100mil y + Hab);53;0502700011594;Adolescentes y Adultos
2022_05027029;2022_05027029_02;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;27;027 RAMOS ARIZPE;Frontera;20;Mujer;20.0;;Menor;135497.41526059;Metropolitano (100mil y + Hab);53;0502700011594;Adolescentes y Adultos
2022_05030008;2022_05030008_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;31;Hombre;26.0;;Igual;187323.894445949;Metropolitano (100mil y + Hab);53;0503000013755;Adolescentes y Adultos
2022_05030027;2022_05030027_02;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;30;Hombre;24.0;26.0;Igual;158523.4989567;Metropolitano (100mil y + Hab);53;0503000013755;Adolescentes y Adultos
2022_05030050;2022_05030050_03;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;13;Hombre;24.0;30.0;Igual;44569.0844389635;Metropolitano (100mil y + Hab);53;0503000014429;Adolescentes y Adultos
2022_05030064;2022_05030064_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;54;Hombre;20.0;;Igual;127727.159569594;Metropolitano (100mil y + Hab);53;0503000014429;Adolescentes y Adultos
2022_05030077;2022_05030077_03;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;41;Hombre;22.0;20.0;Igual;85281.1162215098;Metropolitano (100mil y + Hab);53;0503000015658;Adolescentes y Adultos
2022_05030081;2022_05030081_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;60;Mujer;24.0;26.0;Igual;123814.982296426;Metropolitano (100mil y + Hab);53;0503000015658;Adolescentes y Adultos
2022_05035008;2022_05035008_02;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;35;035 TORREÓN;Frontera;31;Mujer;22.0;24.0;Igual;134453.521460432;Metropolitano (100mil y + Hab);53;0503500010812;Adolescentes y Adultos
2022_05038008;2022_05038008_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;38;038 ZARAGOZA;Frontera;53;Hombre;26.0;25.0;Igual;70409.8110232846;Urbano ( 2500-99,999 Hab);52;0503800010852;Adolescentes y Adultos
2022_05038025;2022_05038025_01;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;38;038 ZARAGOZA;Frontera;60;Hombre;24.0;22.0;Igual;150477.108088041;Urbano ( 2500-99,999 Hab);52;0503800010852;Adolescentes y Adultos
2022_06002036;2022_06002036_01;1;0;0;0;6;06 COLIMA;2;002 COLIMA;Pacífico-Centro;61;Mujer;28.0;;Igual;28383.8892030415;Metropolitano (100mil y + Hab);63;0600200010411;Adolescentes y Adultos
2022_06002050;2022_06002050_01;1;0;0;0;6;06 COLIMA;2;002 COLIMA;Pacífico-Centro;24;Hombre;22.0;;Igual;81054.218163125;Metropolitano (100mil y + Hab);63;0600200010977;Adolescentes y Adultos
2022_06002069;2022_06002069_01;1;0;0;0;6;06 COLIMA;2;002 COLIMA;Pacífico-Centro;36;Mujer;22.0;26.0;Igual;120390.557473993;Metropolitano (100mil y + Hab);63;0600200010977;Adolescentes y Adultos
2022_06003025;2022_06003025_02;1;0;0;0;6;06 COLIMA;3;003 COMALA;Pacífico-Centro;66;Mujer;25.0;;Igual;14814.142195944;Rural  ( <2500 Hab );61;0600300000029;Adolescentes y Adultos
2022_06003034;2022_06003034_01;1;0;0;0;6;06 COLIMA;3;003 COMALA;Pacífico-Centro;24;Mujer;26.0;;Menor;14114.7202624126;Rural  ( <2500 Hab );61;0600300000029;Adolescentes y Adultos
2022_06003059;2022_06003059_02;1;0;0;0;6;06 COLIMA;3;003 COMALA;Pacífico-Centro;33;Mujer;26.0;;Menor;25383.5649940453;Rural  ( <2500 Hab );61;0600300000029;Adolescentes y Adultos
2022_06007009;2022_06007009_01;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;35;Mujer;26.0;;Igual;16684.9518124053;Metropolitano (100mil y + Hab);63;0600700011492;Adolescentes y Adultos
2022_06007024;2022_06007024_01;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;56;Hombre;26.0;;Igual;102713.660922711;Metropolitano (100mil y + Hab);63;0600700011492;Adolescentes y Adultos
2022_06007033;2022_06007033_01;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;45;Hombre;27.0;;Igual;42806.0573679422;Metropolitano (100mil y + Hab);63;0600700011492;Adolescentes y Adultos
2022_06007034;2022_06007034_01;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;20;Mujer;26.0;;Menor;29861.7135885604;Metropolitano (100mil y + Hab);63;0600700011492;Adolescentes y Adultos
2022_06007035;2022_06007035_02;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;42;Mujer;25.0;;Igual;21597.3363710921;Metropolitano (100mil y + Hab);63;0600700011666;Adolescentes y Adultos
2022_06009035;2022_06009035_01;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;67;Hombre;24.0;;Igual;14275.4907349943;Urbano ( 2500-99,999 Hab);62;0600900280126;Adolescentes y Adultos
2022_06009057;2022_06009057_01;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;21;Mujer;28.0;;Menor;226937.787877863;Urbano ( 2500-99,999 Hab);62;0600900280126;Adolescentes y Adultos
2022_06010015;2022_06010015_01;1;0;0;0;6;06 COLIMA;10;010 VILLA DE ÁLVAREZ;Pacífico-Centro;52;Mujer;30.0;;Igual;45853.3231016315;Metropolitano (100mil y + Hab);63;0601000010748;Adolescentes y Adultos
2022_06010057;2022_06010057_01;1;0;0;0;6;06 COLIMA;10;010 VILLA DE ÁLVAREZ;Pacífico-Centro;63;Mujer;32.0;;Mayor;15846.7448846218;Metropolitano (100mil y + Hab);63;0601000011159;Adolescentes y Adultos
2022_06010061;2022_06010061_01;1;0;0;0;6;06 COLIMA;10;010 VILLA DE ÁLVAREZ;Pacífico-Centro;67;Mujer;28.0;;Igual;15846.7448846218;Metropolitano (100mil y + Hab);63;0601000011159;Adolescentes y Adultos
2022_07008001;2022_07008001_03;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;14;Mujer;24.0;;Igual;99340.1828258268;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008010;2022_07008010_02;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;48;Mujer;30.0;;Igual;39215.7227566352;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008011;2022_07008011_02;2;1;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;36;Hombre;28.0;;Igual;139569.413091867;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008013;2022_07008013_04;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;39;Mujer;30.0;;Igual;64815.9783800555;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008021;2022_07008021_01;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;42;Hombre;46.0;;Igual;215979.556087415;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008034;2022_07008034_01;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;22;Mujer;30.0;;Igual;50150.4087743118;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07008040;2022_07008040_03;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;13;Hombre;28.0;;Igual;151740.838650305;Rural  ( <2500 Hab );71;0700800000034;Adolescentes y Adultos
2022_07020011;2022_07020011_01;1;0;0;0;7;07 CHIAPAS;20;020 LA CONCORDIA;Península;79;Mujer;22.0;;Igual;92847.3847764637;Urbano ( 2500-99,999 Hab);72;0702001450433;Adolescentes y Adultos
2022_07039033;2022_07039033_02;1;0;0;0;7;07 CHIAPAS;39;039 HUITIUPÁN;Península;50;Mujer;28.0;;Igual;152768.864132093;Rural  ( <2500 Hab );71;0703900000045;Adolescentes y Adultos
2022_07052022;2022_07052022_03;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;26;Mujer;34.0;;Igual;93125.4343869897;Rural  ( <2500 Hab );71;0705200000174;Adolescentes y Adultos
2022_07052023;2022_07052023_01;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;56;Hombre;28.0;;Igual;117496.839949384;Rural  ( <2500 Hab );71;0705200000174;Adolescentes y Adultos
2022_07052027;2022_07052027_01;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;61;Hombre;31.0;;Igual;117496.839949384;Rural  ( <2500 Hab );71;0705200000174;Adolescentes y Adultos
2022_07057002;2022_07057002_01;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;41;Hombre;32.0;;Igual;196349.269380459;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07057011;2022_07057011_02;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;81;Mujer;30.0;;Igual;55169.5270540665;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07057012;2022_07057012_02;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;50;Mujer;38.0;;Igual;55169.5270540665;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07057021;2022_07057021_01;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;39;Hombre;0.0;;Menor;196349.269380459;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07057022;2022_07057022_01;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;72;Hombre;30.0;;Menor;103221.27263952;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07057025;2022_07057025_01;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;59;Hombre;35.0;;Igual;103221.27263952;Rural  ( <2500 Hab );71;0705700000062;Adolescentes y Adultos
2022_07058001;2022_07058001_01;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;42;Hombre;22.0;;Igual;241738.704702877;Urbano ( 2500-99,999 Hab);72;0705800010036;Adolescentes y Adultos
2022_07058003;2022_07058003_02;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;24;Mujer;30.0;;Igual;136617.162419634;Urbano ( 2500-99,999 Hab);72;0705800010036;Adolescentes y Adultos
2022_07058011;2022_07058011_02;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;54;Mujer;20.0;;Igual;80284.8112465446;Urbano ( 2500-99,999 Hab);72;0705800010036;Adolescentes y Adultos
2022_07058012;2022_07058012_02;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;56;Mujer;25.0;;Igual;40142.4056232723;Urbano ( 2500-99,999 Hab);72;0705800010036;Adolescentes y Adultos
2022_07087007;2022_07087007_02;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;28;Mujer;16.0;;Mayor;49708.2354909546;Urbano ( 2500-99,999 Hab);72;0708700140095;Adolescentes y Adultos
2022_07087008;2022_07087008_04;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;12;Hombre;0.0;;Igual;136312.655335058;Urbano ( 2500-99,999 Hab);72;0708700140095;Adolescentes y Adultos
2022_07087011;2022_07087011_01;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;35;Hombre;16.0;;Igual;175913.541868763;Urbano ( 2500-99,999 Hab);72;0708700140095;Adolescentes y Adultos
2022_07087016;2022_07087016_01;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;73;Mujer;0.0;;Igual;78660.492745869;Urbano ( 2500-99,999 Hab);72;0708700140095;Adolescentes y Adultos
2022_07087019;2022_07087019_01;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;60;Hombre;44.0;;Igual;87249.5020477489;Urbano ( 2500-99,999 Hab);72;0708700140095;Adolescentes y Adultos
2022_07089015;2022_07089015_03;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;13;Hombre;18.0;;Igual;87355.3432660275;Metropolitano (100mil y + Hab);73;0708900011562;Adolescentes y Adultos
2022_07089018;2022_07089018_02;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;46;Mujer;19.0;;Igual;119020.279051431;Metropolitano (100mil y + Hab);73;0708900011562;Adolescentes y Adultos
2022_07089022;2022_07089022_02;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;13;Mujer;20.0;;Igual;194398.722198549;Metropolitano (100mil y + Hab);73;0708900011562;Adolescentes y Adultos
2022_07101025;2022_07101025_02;1;0;0;0;7;07 CHIAPAS;101;101 TUXTLA GUTIÉRREZ;Península;47;Mujer;;;Igual;213980.890116106;Metropolitano (100mil y + Hab);73;0710100012213;Adolescentes y Adultos
2022_07101032;2022_07101032_02;2;1;0;0;7;07 CHIAPAS;101;101 TUXTLA GUTIÉRREZ;Península;33;Mujer;16.0;;Igual;426712.957918125;Metropolitano (100mil y + Hab);73;0710100012213;Adolescentes y Adultos
2022_07108005;2022_07108005_02;1;0;0;0;7;07 CHIAPAS;108;108 VILLAFLORES;Península;25;Mujer;30.0;;Igual;426712.957918125;Urbano ( 2500-99,999 Hab);72;0710800010557;Adolescentes y Adultos
2022_08002005;2022_08002005_01;1;0;0;0;8;08 CHIHUAHUA;2;002 ALDAMA;Frontera;65;Hombre;25.0;;Igual;238116.528852709;Rural  ( <2500 Hab );81;0800200001705;Adolescentes y Adultos
2022_08011008;2022_08011008_02;1;0;0;0;8;08 CHIHUAHUA;11;011 CAMARGO;Frontera;71;Mujer;29.0;32.0;Igual;46157.1874171182;Urbano ( 2500-99,999 Hab);82;0801100013058;Adolescentes y Adultos
2022_08011018;2022_08011018_02;1;0;0;0;8;08 CHIHUAHUA;11;011 CAMARGO;Frontera;52;Mujer;36.0;;Igual;52823.708977975;Urbano ( 2500-99,999 Hab);82;0801100013058;Adolescentes y Adultos
2022_08011033;2022_08011033_01;1;0;0;0;8;08 CHIHUAHUA;11;011 CAMARGO;Frontera;70;Hombre;30.0;46.0;Igual;43955.7482932145;Urbano ( 2500-99,999 Hab);82;0801100013058;Adolescentes y Adultos
2022_08019028;2022_08019028_01;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;34;Hombre;;;Igual;384450.091829561;Metropolitano (100mil y + Hab);83;0801900013569;Adolescentes y Adultos
2022_08019034;2022_08019034_03;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;36;Mujer;31.0;0.0;Igual;123037.975424478;Metropolitano (100mil y + Hab);83;0801900013569;Adolescentes y Adultos
2022_08019046;2022_08019046_01;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;49;Mujer;22.0;32.0;Igual;25707.0693683495;Metropolitano (100mil y + Hab);83;0801900015230;Adolescentes y Adultos
2022_08019069;2022_08019069_01;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;61;Mujer;28.0;;Igual;23616.6043867475;Metropolitano (100mil y + Hab);83;0801900015230;Adolescentes y Adultos
2022_08019080;2022_08019080_01;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;43;Mujer;;;Igual;33115.8111908532;Metropolitano (100mil y + Hab);83;0801900018305;Adolescentes y Adultos
2022_08019083;2022_08019083_02;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;35;Mujer;26.0;52.0;Mayor;107541.03634143;Metropolitano (100mil y + Hab);83;0801900018305;Adolescentes y Adultos
2022_08019090;2022_08019090_01;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;18;Mujer;31.0;58.0;Mayor;45845.9264358118;Metropolitano (100mil y + Hab);83;0801900018305;Adolescentes y Adultos
2022_08019099;2022_08019099_02;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;35;Mujer;28.0;57.0;Igual;78756.1919987598;Metropolitano (100mil y + Hab);83;0801900018305;Adolescentes y Adultos
2022_08021001;2022_08021001_03;1;0;0;0;8;08 CHIHUAHUA;21;021 DELICIAS;Frontera;36;Hombre;32.0;47.0;Igual;43415.7194875153;Metropolitano (100mil y + Hab);83;0802100010473;Adolescentes y Adultos
2022_08021025;2022_08021025_03;1;0;0;0;8;08 CHIHUAHUA;21;021 DELICIAS;Frontera;81;Mujer;30.0;46.0;Menor;52912.7741822572;Metropolitano (100mil y + Hab);83;0802100010473;Adolescentes y Adultos
2022_08021046;2022_08021046_01;1;0;0;0;8;08 CHIHUAHUA;21;021 DELICIAS;Frontera;88;Mujer;23.0;;Igual;65287.0843349332;Metropolitano (100mil y + Hab);83;0802100010473;Adolescentes y Adultos
2022_08021047;2022_08021047_01;1;0;0;0;8;08 CHIHUAHUA;21;021 DELICIAS;Frontera;54;Hombre;25.0;50.0;Igual;81833.2916588173;Metropolitano (100mil y + Hab);83;0802100010473;Adolescentes y Adultos
2022_08037007;2022_08037007_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;69;Hombre;19.0;56.0;Igual;51422.4534627496;Metropolitano (100mil y + Hab);83;0803700011429;Adolescentes y Adultos
2022_08037048;2022_08037048_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;49;Hombre;26.0;;Igual;85242.754320746;Metropolitano (100mil y + Hab);83;0803700011787;Adolescentes y Adultos
2022_08037059;2022_08037059_02;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;66;Mujer;30.0;;Igual;119174.47603121;Metropolitano (100mil y + Hab);83;0803700011787;Adolescentes y Adultos
2022_08037061;2022_08037061_04;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;13;Mujer;24.0;;Igual;309142.512604235;Metropolitano (100mil y + Hab);83;0803700011787;Adolescentes y Adultos
2022_08037077;2022_08037077_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;62;Mujer;25.0;51.0;Igual;157677.923176374;Metropolitano (100mil y + Hab);83;0803700012906;Adolescentes y Adultos
2022_08037110;2022_08037110_01;2;1;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;63;Mujer;28.0;52.0;Igual;42659.0453975354;Metropolitano (100mil y + Hab);83;0803700013641;Adolescentes y Adultos
2022_08037132;2022_08037132_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;67;Hombre;35.0;;Igual;51745.6015964647;Metropolitano (100mil y + Hab);83;0803700013641;Adolescentes y Adultos
2022_08037136;2022_08037136_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;54;Mujer;26.0;52.0;Igual;31835.1085056234;Metropolitano (100mil y + Hab);83;080370001731A;Adolescentes y Adultos
2022_08037137;2022_08037137_01;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;55;Hombre;23.0;53.0;Igual;79806.6492283782;Metropolitano (100mil y + Hab);83;080370001731A;Adolescentes y Adultos
2022_08037142;2022_08037142_03;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;51;Mujer;22.0;52.0;Igual;32556.0352445278;Metropolitano (100mil y + Hab);83;080370001731A;Adolescentes y Adultos
2022_08037147;2022_08037147_02;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;14;Mujer;29.0;;Mayor;86971.9116439539;Metropolitano (100mil y + Hab);83;080370001731A;Adolescentes y Adultos
2022_08037170;2022_08037170_02;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;47;Mujer;;56.0;Igual;38640.4396716806;Metropolitano (100mil y + Hab);83;0803700018271;Adolescentes y Adultos
2022_08037176;2022_08037176_03;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;16;Hombre;33.0;;Mayor;53050.0589894464;Metropolitano (100mil y + Hab);83;0803700018271;Adolescentes y Adultos
2022_08050007;2022_08050007_01;1;0;0;0;8;08 CHIHUAHUA;50;050 NUEVO CASAS GRANDES;Frontera;37;Hombre;37.0;;Menor;76223.193728162;Urbano ( 2500-99,999 Hab);82;0805000010653;Adolescentes y Adultos
2022_08064007;2022_08064007_01;1;0;0;0;8;08 CHIHUAHUA;64;064 EL TULE;Frontera;34;Hombre;25.0;;Igual;336607.587174702;Rural  ( <2500 Hab );81;0806400000165;Adolescentes y Adultos
2022_09003009;2022_09003009_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;3;003 COYOACÁN;Cd./Edo México;47;Mujer;27.0;;Igual;102223.302151764;Metropolitano (100mil y + Hab);93;0900300010785;Adolescentes y Adultos
2022_09003015;2022_09003015_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;3;003 COYOACÁN;Cd./Edo México;64;Hombre;25.0;;Igual;372922.539430139;Metropolitano (100mil y + Hab);93;0900300010785;Adolescentes y Adultos
2022_09005027;2022_09005027_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;35;Hombre;28.0;;Igual;451447.784121314;Metropolitano (100mil y + Hab);93;0900500012095;Adolescentes y Adultos
2022_09005036;2022_09005036_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;32;Mujer;22.0;;Igual;198637.726607022;Metropolitano (100mil y + Hab);93;0900500012979;Adolescentes y Adultos
2022_09005065;2022_09005065_04;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;28;Mujer;26.0;;Igual;200192.608908984;Metropolitano (100mil y + Hab);93;0900500012979;Adolescentes y Adultos
2022_09005070;2022_09005070_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;40;Hombre;33.0;;Igual;677088.057589841;Metropolitano (100mil y + Hab);93;0900500012979;Adolescentes y Adultos
2022_09005084;2022_09005084_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;36;Mujer;28.0;;Igual;191331.108271494;Metropolitano (100mil y + Hab);93;0900500013093;Adolescentes y Adultos
2022_09006004;2022_09006004_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;6;006 IZTACALCO;Cd./Edo México;73;Mujer;32.0;;Igual;50293.6186338733;Metropolitano (100mil y + Hab);93;0900600010325;Adolescentes y Adultos
2022_09006008;2022_09006008_04;1;0;0;0;9;09 CIUDAD DE MÉXICO;6;006 IZTACALCO;Cd./Edo México;20;Hombre;31.0;;Igual;249232.496687464;Metropolitano (100mil y + Hab);93;0900600010325;Adolescentes y Adultos
2022_09006034;2022_09006034_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;6;006 IZTACALCO;Cd./Edo México;71;Mujer;26.0;;Igual;56353.0597319533;Metropolitano (100mil y + Hab);93;0900600010325;Adolescentes y Adultos
2022_09007016;2022_09007016_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;44;Mujer;23.0;;Igual;196429.589944529;Metropolitano (100mil y + Hab);93;0900700010286;Adolescentes y Adultos
2022_09007018;2022_09007018_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;69;Mujer;26.0;26.0;Igual;114696.978902426;Metropolitano (100mil y + Hab);93;0900700010286;Adolescentes y Adultos
2022_09007028;2022_09007028_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;73;Mujer;29.0;;Menor;85956.3586103248;Metropolitano (100mil y + Hab);93;0900700010286;Adolescentes y Adultos
2022_09007059;2022_09007059_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;52;Mujer;30.0;;Igual;234011.929490339;Metropolitano (100mil y + Hab);93;0900700011763;Adolescentes y Adultos
2022_09007069;2022_09007069_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;16;Hombre;30.0;;Igual;285140.751908339;Metropolitano (100mil y + Hab);93;0900700011763;Adolescentes y Adultos
2022_09007098;2022_09007098_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;28;Mujer;16.0;28.0;Igual;123009.654934141;Metropolitano (100mil y + Hab);93;0900700012653;Adolescentes y Adultos
2022_09007106;2022_09007106_02;7;1;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;82;Mujer;22.0;;Igual;87330.4583522919;Metropolitano (100mil y + Hab);93;0900700012653;Adolescentes y Adultos
2022_09007126;2022_09007126_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;52;Mujer;29.0;;Igual;132472.734048699;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007139;2022_09007139_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;52;Mujer;29.0;;Igual;57065.8116325485;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007139;2022_09007139_03;2;1;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;31;Hombre;31.0;;Igual;141396.215812332;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007139;2022_09007139_04;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;19;Mujer;;;Menor;131440.540072846;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007149;2022_09007149_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;29;Mujer;18.0;43.0;Igual;206553.712243578;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007160;2022_09007160_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;41;Mujer;22.0;;Igual;89982.8476463739;Metropolitano (100mil y + Hab);93;0900700012901;Adolescentes y Adultos
2022_09007176;2022_09007176_01;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;66;Mujer;24.0;28.0;Mayor;77603.2328519546;Metropolitano (100mil y + Hab);93;0900700013702;Adolescentes y Adultos
2022_09007193;2022_09007193_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;22;Hombre;26.0;;Igual;309399.130549538;Metropolitano (100mil y + Hab);93;0900700013702;Adolescentes y Adultos
2022_09007230;2022_09007230_02;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;66;Mujer;20.0;;Mayor;32274.8013172867;Metropolitano (100mil y + Hab);93;0900700015501;Adolescentes y Adultos
